"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-17","2011-04-19",1204,"MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5)","Buenos Aires","Nacional","2011","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6  HDI","1","Privado","Física","VILLA DE MAYO","BUENOS AIRES","Femenino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-23","1990-08-02",21059,"ROSARIO Nº 16","Santa Fe","Nacional","1990","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1970","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-15","1998-08-12",1150,"AVELLANEDA Nº 3","Buenos Aires","Nacional","1998","","MICROOMNIBUS","29","MERCEDES BENZ","53","BMO390 VERSION 1420","2","Público","Física","AVELLANEDA","BUENOS AIRES","Femenino","1958","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-23","1996-02-09",21070,"ROSARIO Nº 18","Santa Fe","Nacional","1996","","BERLINA 4 PTAS","37","RENAULT","BA","RENAULT 19 RL TRI/AAC/SD","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1971","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-22","1999-12-23",4078,"CORDOBA Nº 24","Córdoba","Nacional","1999","","BERLINA 3 PTAS","37","RENAULT","CA","CLIO RL 3PTAS.","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1963","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-21","1994-10-25",21049,"ROSARIO Nº 11","Santa Fe","Nacional","1994","","BERLINA 5 PTAS.","37","RENAULT","28","RENAULT 19 RN BIC","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1989","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-18","2004-11-04",21045,"ROSARIO Nº 10","Santa Fe","Nacional","2004","","FURGON 600","34","PEUGEOT","DR","PARTNER FURGON 1.4 N CONFORT PARA G","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1954","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-07","1996-03-13",4006,"CORDOBA Nº 02","Córdoba","Importado","1996","","UTILITARIO 4X4","047","FORD","099","EXPLORER XLT","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1975","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-01","2004-06-28",13010,"MENDOZA Nº 04","Mendoza","Nacional","2004","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","VILLA NUEVA","MENDOZA","No identificado","1987","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-08","2008-01-22",1197,"SAN ISIDRO Nº 06","Buenos Aires","Protocolo 21","2008","","PICK-UP CABINA Y MED","044","FIAT","816","STRADA ADVENTURE 1.8MPI 8V","1","Privado","Física","V. ADELINA","BUENOS AIRES","Masculino","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-10","1991-02-08",1174,"LA MATANZA Nº 07","Buenos Aires","Nacional","1991","","CHASIS SEMIACOPLADO","09","SALTO","18","SA12,50","1","Privado","Física","LOMAS DEL MIRADOR","BUENOS AIRES","Femenino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-16","2001-01-04",13015,"MENDOZA Nº 09","Mendoza","Nacional","2001","","RURAL","08","CHEVROLET","85","CORSA WAGON WIND 1.7D","1","Privado","Física","VILLA HIPODROMO","MENDOZA","Masculino","1948","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-23","2005-06-21",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2005","","FOURGON COURT TYPE 6","07","CITROEN","19","BERLINGO FURGON 1.9D PACK","1","Privado","Física","LONGCHAMPS","BUENOS AIRES","Masculino","1975","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-10","2001-11-14",21058,"ROSARIO Nº 15","Santa Fe","Nacional","2001","","RURAL 3 PTAS","34","PEUGEOT","03","PARPADDAA","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1982","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-24","2007-01-11",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2007","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","VILLA DOMINICO","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-03","2008-11-10",1106,"LA MATANZA Nº 02","Buenos Aires","Nacional","2008","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Masculino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-17","2004-09-24",1025,"CHASCOMUS","Buenos Aires","Nacional","2004","","FAMILIAR","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","CHASCOMUS","BUENOS AIRES","Masculino","2000","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-07","1991-01-04",21042,"ROSARIO Nº 07","Santa Fe","Nacional","1991","","RURAL 4 PUERTAS","37","RENAULT","51","RENAULT 12 GTL BREAK","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1981","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-24","2010-03-12",1153,"LA MATANZA Nº 05","Buenos Aires","Nacional","2010","","FURGON 600","34","PEUGEOT","GH","PARTNER FURGON 1.4 N PLC CONFORT","1","Privado","Física","I.CASANOVA.LA MATANZA","BUENOS AIRES","Masculino","1945","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-15","1997-02-03",1107,"LANUS Nº 2","Buenos Aires","Nacional","1997","","SEMIRREMOLQUE TANQUE","09","SALTO","11","CH SR","1","Privado","Física","VALENTIN ALSINA","BUENOS AIRES","No identificado","1982","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-15","1984-09-26",13023,"MENDOZA Nº 14","Mendoza","Nacional","1984","","AUTOMOVIL","34","PEUGEOT","12","505 SRII SC","1","Privado","Física","LAS HERAS","MENDOZA","Femenino","1998","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-09","2000-08-14",1153,"LA MATANZA Nº 05","Buenos Aires","Nacional","2000","","FURG/VIDRIADO/ASIENT","34","PEUGEOT","84","PARTNER1.9D","1","Privado","Física","GONZALEZ CATAN","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-22","1994-01-12",2075,"CAPITAL FEDERAL Nº 075","Ciudad Autónoma de Bs.As.","Nacional","1994","","BERLINA 5 PTAS.","37","RENAULT","90","RENAULT 19 RN (BIC)","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1978","PERU",100,"02",""
"COMUNICACIÓN DE RECUPERO","2022-02-11","1999-12-09",1119,"MORON Nº 03","Buenos Aires","Nacional","1999","","RURAL 4 PUERTAS","19","FORD","JJ","ESCORT RURAL LX 1.8 N","1","Privado","Física","EL PALOMAR-MORON","BUENOS AIRES","No identificado","1962","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-14","1998-11-13",1065,"MORON Nº 02","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","52","CORSA GL 1.6 MPFI 4P C/AA","1","Privado","Física","MORON","BUENOS AIRES","Masculino","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-25","2010-10-19",1119,"MORON Nº 03","Buenos Aires","Nacional","2010","","FURGON VIDRIADO C/ A","07","CITROEN","77","BERLINGO FURGON 1.6 HDI FULL","1","Privado","Física","ITUZAINGO","BUENOS AIRES","Masculino","1966","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-02","2000-01-11",1135,"LANUS Nº 4","Buenos Aires","Nacional","2000","","3 PUERTAS","08","CHEVROLET","78","CORSA GL 1.6 MPFI 3P(AA+DP)","1","Privado","Física","MONTE CHINGOLO","BUENOS AIRES","No identificado","1993","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-16","2009-04-30",2046,"CAPITAL FEDERAL Nº 046","Ciudad Autónoma de Bs.As.","Nacional","2009","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1990","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-23","2010-10-15",1237,"LOMAS DE ZAMORA Nº 7","Buenos Aires","Nacional","2010","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","No identificado","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-04","1998-06-05",1227,"LA MATANZA Nº 10","Buenos Aires","Nacional","1998","","BERLINA 5PTAS","37","RENAULT","BC","CLIO RT 5PTAS.AA.DA.","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","Femenino","1976","ARGENTINA",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2022-02-14","1999-11-10",1264,"ADROGUE Nº 5","Buenos Aires","Nacional","1999","","RURAL 4 PUERTAS","19","FORD","67","ESCORT RURAL LX 4 PTA.","1","Privado","Física","SAN JOSE","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-01","2007-03-19",2011,"CAPITAL FEDERAL Nº 011","Ciudad Autónoma de Bs.As.","Nacional","2007","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1984","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-10","2000-10-04",1319,"LA MATANZA Nº 15","Buenos Aires","Importado","2000","","FURGON VID C/ASIEN","027","CITROEN","131","JUMPER 31M","1","Privado","Física","I. CASANOVA - LA MATANZA","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-22","2002-04-10",1275,"ENSENADA","Buenos Aires","Nacional","2002","","BERLINA 4 PUERTAS","37","RENAULT","FC","MEGANE RN TD TRI AA F2 AÑO 2002","1","Privado","Física","ENSENADA","BUENOS AIRES","Masculino","1986","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-18","2007-12-20",1234,"ADROGUE Nº 4","Buenos Aires","Nacional","2007","","FURGON VIDRIA.C/ASIE","37","RENAULT","TF","KANGOO EXP GRAND CONFORT 1.9","1","Privado","Física","R.CALZADA - ALTE.BROWN","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-21","2001-04-24",1227,"LA MATANZA Nº 10","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","76","CORSA WIND 1.7 DIESEL 3P","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","Femenino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-11","2007-08-16",1243,"BERAZATEGUI Nº 4","Buenos Aires","Nacional","2007","","FURGON VIDRIADO C/AS","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","No identificado","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-03","2001-03-09",1234,"ADROGUE Nº 4","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","52","CORSA 4 PUERTAS GL A/A Y D/P","1","Privado","Física","CLAYPOLE / ALTE BROWN","BUENOS AIRES","No identificado","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-25","1973-10-19",1225,"SAN MARTIN Nº 7","Buenos Aires","Nacional","1973","","CHASIS CON CABINA","15","DODGE","12","D-200","1","Privado","Física","VILLA BALLESTER","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-16","2001-07-20",1266,"MALVINAS ARGENTINAS Nº 3","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","76","CORSA WIND 1.7 DIESEL-3P","1","Privado","Física","TORTUGUITAS","BUENOS AIRES","Femenino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-25","1997-03-17",2005,"CAPITAL FEDERAL Nº 005","Ciudad Autónoma de Bs.As.","Nacional","1997","","BERLINA 4 PTAS","37","RENAULT","AJ","RENAULT 19 RN INYEC (TRI)","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1976","PARAGUAY",100,"02","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-08","1998-08-25",2004,"CAPITAL FEDERAL Nº 004","Ciudad Autónoma de Bs.As.","Nacional","1998","","SEDAN","08","CHEVROLET","52","CORSA GL 1.6 MPFI 4P C/AA","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1968","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-23","2008-11-28",1253,"LA PLATA Nº 13","Buenos Aires","Nacional","2008","","FURGON VID.C/ASIENTO","37","RENAULT","UR","KANGOO CONFORT 1.5 DCI CD AA DA SVT 1P","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-23","1999-10-22",1311,"LA MATANZA Nº 14","Buenos Aires","Nacional","1999","","S. WAGON","08","CHEVROLET","55","CORSA WAGON GL A/A Y D/P","1","Privado","Física","VIRREY DEL PINO","BUENOS AIRES","No identificado","1961","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-01","1992-04-07",2055,"CAPITAL FEDERAL Nº 055","Ciudad Autónoma de Bs.As.","Nacional","1992","","BERLINA 5 PTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1995","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-14","2010-08-27",1239,"QUILMES Nº 8","Buenos Aires","Nacional","2010","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI_","1","Privado","Física","MATADEROS","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-01","1994-11-23",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Importado","1994","","AUTOMOVIL 5 PTS.","","FIAT","","TIPO SX","1","Privado","Física","INGENIERO ALLAN","BUENOS AIRES","No identificado","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-11","1998-08-27",1225,"SAN MARTIN Nº 7","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","01","CORSA GL 1.6 MPFI 4P C/AA","1","Privado","Física","JOSÉ LEÓN SUÁREZ","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-16","2008-09-18",1244,"LA MATANZA Nº 11","Buenos Aires","Nacional","2008","","UTILITARIO","08","CHEVROLET","BR","CORSA CLASSIC 3 P CARGO 1.6N","1","Privado","Jurídica","RAMOS MEJIA","BUENOS AIRES","No aplica","2011","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-24","2002-05-20",1264,"ADROGUE Nº 5","Buenos Aires","Nacional","2002","","FURGON FAMILIAR","34","PEUGEOT","75","PARTNER PATAGONICA 2PLC D","1","Privado","Física","GLEW","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-08","1999-04-09",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Nacional","1999","","BERLINA 4 PTAS","37","RENAULT","89","RENAULT 19 RE DIESEL","1","Privado","Física","JOSÉ C. PAZ","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-11","2010-05-31",2010,"CAPITAL FEDERAL Nº 010","Ciudad Autónoma de Bs.As.","Nacional","2010","99","FURGON VIDRIADO C/ASIENTOS","37","RENAULT","WA","KANGOO CONFORT 1.5 DCICDAADASVT1P(600KG)","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1981","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-07","2013-05-02",1107,"LANUS Nº 2","Buenos Aires","Importado","2013","98","SEDAN 3 PUERTAS CON PORTON","058","HYUNDAI","336","VELOSTER","1","Privado","Física","LANUS","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-21","2017-01-30",23010,"TUCUMAN Nº 8","Tucumán","Nacional","2017","94","TRACTOR C/ CABINA DORMITORIO","29","MERCEDES BENZ","FR","695 VERSION 1735 45","1","Privado","Jurídica","LASTENIA","TUCUMAN","No aplica","2005","No aplica",100,"90",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-17","2015-08-27",21073,"VILLA GOBERNADOR GÁLVEZ","Santa Fe","Nacional","2015","94","TRACTOR C/ CABINA DORMITORIO","29","MERCEDES BENZ","EP","BMO 695 VERSION ATRON 1634 S 45","1","Privado","Física","VILLA GDOR. GALVEZ","SANTA FE","Masculino","1947","PORTUGAL",100,"82","PRT"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-17","2015-03-04",1024,"CHACABUCO","Buenos Aires","Nacional","2015","93","CHASIS CON CABINA DORMITORIO","29","MERCEDES BENZ","EK","BMO 695 VERSION ATRON 1634 51","1","Privado","Jurídica","CHACABUCO","BUENOS AIRES","No aplica","2006","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-07","2017-01-13",2070,"CAPITAL FEDERAL Nº 070","Ciudad Autónoma de Bs.As.","Nacional","2017","93","CHASIS CON CABINA DORMITORIO","67","IVECO","CC","240E28 MLL","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2005","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-22","2013-10-16",13024,"MENDOZA Nº 15","Mendoza","Protocolo 21","2013","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","893","AXOR 2035 S","1","Privado","Jurídica","SAN JOSE","MENDOZA","No aplica","2004","No aplica",100,"50",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-08","2012-09-04",1130,"GENERAL RODRIGUEZ Nº 1","Buenos Aires","Protocolo 21","2012","92","TRACTOR C/CABINA DOR","092","MERCEDES BENZ","892","AXOR 1933 S","1","Privado","Física","GRAL.RODRIGUEZ","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-03","2018-10-18",1186,"MORENO Nº 2","Buenos Aires","Protocolo 21","2018","92","TRACTOR C/CABINA DORMITORIO","047","FORD","A98","CARGO 1723 4X2 - CD MT 37","1","Privado","Jurídica","MORENO","BUENOS AIRES","No aplica","2016","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-21","2017-01-24",9004,"FORMOSA Nº 2","Formosa","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","047","FORD","A82","CARGO 2042","1","Privado","Física","GRAN GUARDIA","FORMOSA","Masculino","1962","ARGENTINA",100,"34","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-07","2017-05-24",2066,"CAPITAL FEDERAL Nº 066","Ciudad Autónoma de Bs.As.","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","B82","AXOR 1933LS","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1969","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-11","2012-12-05",1016,"CARLOS CASARES","Buenos Aires","Protocolo 21","2012","91","CHASIS C/ CABINA DOR","092","MERCEDES BENZ","844","L-1624","1","Privado","Física","CARLOS CASARES","BUENOS AIRES","Femenino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-09","2015-04-30",6012,"PRESIDENCIA ROQUE SAENZ PEÑA Nº 2","Chaco","Nacional","2015","91","MIDIBUS","29","MERCEDES BENZ","DK","SPRINTER 515 CDI-C 4325 TE","1","Privado","Física","LOS FRENTONES","CHACO","Masculino","1971","ARGENTINA",100,"22","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-08","2013-06-24",2045,"CAPITAL FEDERAL Nº 045","Ciudad Autónoma de Bs.As.","Nacional","2013","91","MIDIBUS","29","MERCEDES BENZ","DK","SPRINTER 515 CDI-C 4325 TE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2009","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-10","1996-11-07",1154,"LA MATANZA Nº 06","Buenos Aires","Nacional","1996","90","MINIBUS","37","RENAULT","34","RENAULT TRAFIC S/D","1","Privado","Física","LA MATANZA","BUENOS AIRES","Masculino","1965","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-04","2010-06-01",1128,"SAN MIGUEL Nº 2","Buenos Aires","Nacional","2010","90","MINIBUS","29","MERCEDES BENZ","BP","SPRINTER 413 CDI/C 4025","1","Privado","Física","SANTA MARIA","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-01","2008-09-26",1077,"QUILMES Nº 1","Buenos Aires","Nacional","2008","90","MINIBUS","9B","MERCEDES BENZ","P9","SPRINTER 413 CDI/C 4025","1","Privado","Física","BERNAL","BUENOS AIRES","Femenino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-22","2005-04-01",1152,"LA MATANZA Nº 04","Buenos Aires","Nacional","2005","90","MINIBUS","29","MERCEDES BENZ","BP","SPRINTER 413 CDI/C 4025","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Femenino","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-23","2009-10-30",1261,"MARCOS PAZ","Buenos Aires","Nacional","2009","90","MINIBUS","29","MERCEDES BENZ","AZ","SPRINTER 313 CDI/C 3550","1","Privado","Física","MARCOS PAZ","BUENOS AIRES","No identificado","1969","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-17","2008-02-27",15014,"VILLA LA ANGOSTURA","Neuquén","Importado","2008","82","PICK-UP CABINA DOBLE","093","MITSUBISHI","489","L200 SPORTERO DI-D COMMON RAIL","1","Privado","Física","LOS LAGOS","NEUQUEN","No identificado","1985","ARGENTINA",100,"58","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-07","2014-04-01",1197,"SAN ISIDRO Nº 06","Buenos Aires","Protocolo 21","2014","82","PICK-UP CABINA DOBLE","044","FIAT","714","STRADA ADVENTURE 1.6","1","Privado","Física","VILLA ADELINA","BUENOS AIRES","Masculino","1955","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-01","2010-03-01",1100,"TRES DE FEBRERO Nº 1","Buenos Aires","Importado","2010","82","PICK-UP CABINA DOBLE","102","NISSAN","582","FRONTIER LE 4WD 6MT","1","Privado","Física","JOSÉ INGENIEROS","BUENOS AIRES","Masculino","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-11","2017-06-09",5008,"ESQUINA","Corrientes","Importado","2017","82","PICK-UP CABINA DOBLE","102","NISSAN","689","NP300 FRONTIER LE 4X4 DIESEL","1","Privado","Física","PUEBLO LIBERTADOR","CORRIENTES","No identificado","1953","ARGENTINA",100,"18","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2022-02-14","2012-03-21",12002,"CHILECITO","La Rioja","Importado","2012","82","PICK-UP CABINA DOBLE","102","NISSAN","582","FRONTIER LE 4WD 6MT","1","Privado","Física","CHILECITO","LA RIOJA","Masculino","1970","ARGENTINA",100,"46","ARG"
"COMUNICACIÓN DE RECUPERO","2022-02-01","2014-02-07",1043,"LA PLATA Nº 01","Buenos Aires","Protocolo 21","2014","82","PICK-UP CABINA DOBLE","044","FIAT","714","STRADA ADVENTURE 1.6","1","Privado","Jurídica","LA PLATA","BUENOS AIRES","No aplica","2000","No aplica",100,"06",""
